DEP_DELAY,OP_CARRIER,OP_CARRIER_FL_NUM,FL_YEAR,FL_MONTH,FL_DAY,FL_WEEK,ORIGIN_INDEX,DEST_INDEX,ORIGIN_TIER,DEST_TIER,CRS_DEP_TIME_MIN,CRS_ARR_TIME_MIN,CRS_ELAPSED_TIME,FLIGHTS,PREV_DEP_DELAY,PREV_ARR_DELAY,PREV_TIME_GAP,ORIGIN_CUM_DELAY_2H,O_TEMP,O_PRCP,O_WSPD,D_TEMP,D_PRCP,D_WSPD,O_LATITUDE,O_LONGITUDE,D_LATITUDE,D_LONGITUDE,TAIL_NUM
-10.0,9E,5251,2024,4,15,1,ABE,ATL,2,3,360,500,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,33.6367,-84.428101,N367CA
-13.0,OH,5204,2024,4,15,1,ABE,CLT,2,3,385,496,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N548NN
-9.0,G4,186,2024,4,15,1,ABE,SFB,2,3,390,547,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,217NV
-12.0,OO,5567,2024,4,15,1,ABE,ORD,2,3,395,483,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,41.9786,-87.9048,N964SW
-8.0,G4,161,2024,4,15,1,ABE,MLB,2,2,510,682,172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,40.651773,-75.442797,28.102009,-80.641088,242NV
4.0,OH,5052,2024,4,15,1,ABE,CLT,2,3,708,820,112.0,1.0,-7.0,1.0,30.0,0.0,12.8,0.0,5.4,18.3,0.0,11.2,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N584NN
-2.0,9E,5241,2024,4,15,1,ABE,ATL,2,3,743,875,132.0,1.0,-3.0,3.0,80.0,4.0,14.4,0.0,7.6,20.0,0.0,5.4,40.651773,-75.442797,33.6367,-84.428101,N182GJ
-4.0,G4,171,2024,4,15,1,ABE,MYR,2,3,794,901,107.0,1.0,-9.0,-32.0,407.0,0.0,17.2,0.0,5.4,26.1,0.0,11.2,40.651773,-75.442797,33.679699,-78.928299,217NV
-8.0,G4,211,2024,4,15,1,ABE,SFB,2,3,893,1050,157.0,1.0,0.0,0.0,0.0,0.0,19.4,0.0,7.6,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,243NV
-10.0,G4,188,2024,4,15,1,ABE,PIE,2,3,941,1113,172.0,1.0,-6.0,-15.0,90.0,0.0,21.1,0.0,13.0,0.0,0.0,0.0,40.651773,-75.442797,27.9102,-82.687401,242NV
-8.0,OO,5717,2024,4,15,1,ABE,ORD,2,3,1050,1135,145.0,1.0,-13.0,-36.0,76.0,0.0,23.3,0.0,22.3,21.7,0.0,5.4,40.651773,-75.442797,41.9786,-87.9048,N914EV
-3.0,9E,5246,2024,4,15,1,ABE,ATL,2,3,1055,1191,136.0,1.0,-3.0,-4.0,85.0,0.0,23.3,0.0,22.3,27.8,0.0,9.4,40.651773,-75.442797,33.6367,-84.428101,N691CA
-1.0,OH,5502,2024,4,15,1,ABE,CLT,2,3,1173,1285,112.0,1.0,-7.0,2.0,31.0,0.0,24.4,0.0,16.6,30.6,0.0,14.8,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N607NN
27.0,MQ,3891,2024,4,15,1,ABI,DFW,2,3,311,372,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N760MQ
-14.0,MQ,3647,2024,4,15,1,ABI,DFW,2,3,393,454,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N292NN
-8.0,MQ,4039,2024,4,15,1,ABI,DFW,2,3,637,699,62.0,1.0,-5.0,-7.0,33.0,0.0,21.0,0.0,22.2,20.6,0.0,25.9,32.4113006592,-99.6819000244,32.896801,-97.038002,N778RH
-8.0,MQ,3468,2024,4,15,1,ABI,DFW,2,3,893,955,62.0,1.0,-5.0,-8.0,30.0,0.0,22.0,0.0,24.0,21.7,0.0,27.7,32.4113006592,-99.6819000244,32.896801,-97.038002,N215NN
-6.0,MQ,3380,2024,4,15,1,ABI,DFW,2,3,1104,1166,62.0,1.0,-5.0,-8.0,70.0,0.0,28.0,0.0,25.9,24.4,0.0,20.5,32.4113006592,-99.6819000244,32.896801,-97.038002,N210NN
-13.0,DL,2007,2024,4,15,1,ABQ,SLC,3,3,320,425,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,40.78886,-111.979866,N308DU
-2.0,WN,1270,2024,4,15,1,ABQ,DAL,3,3,320,490,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,32.844776,-96.847653,N421LV
37.0,WN,5681,2024,4,15,1,ABQ,DEN,3,3,340,420,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,39.860027,-104.673792,N8618N
-8.0,OO,5920,2024,4,15,1,ABQ,SFO,3,3,360,470,170.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,37.619806,-122.374821,N125SY
-4.0,OO,4115,2024,4,15,1,ABQ,LAX,3,3,360,432,132.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.942501,-118.407997,N290SY
-4.0,WN,3409,2024,4,15,1,ABQ,OAK,3,3,360,450,150.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,37.720085,-122.221184,N8316H
24.0,AA,2335,2024,4,15,1,ABQ,DFW,3,3,370,538,108.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,32.896801,-97.038002,N942NN
-10.0,AA,1069,2024,4,15,1,ABQ,PHX,3,3,375,396,81.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.435302,-112.005905,N458AL
-9.0,WN,1939,2024,4,15,1,ABQ,PHX,3,3,375,395,80.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.435302,-112.005905,N8520Q
-1.0,WN,2643,2024,4,15,1,ABQ,HOU,3,3,390,570,120.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,29.645336,-95.276812,N8552Z
-6.0,WN,347,2024,4,15,1,ABQ,AUS,3,3,405,565,100.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,30.197535,-97.662015,N408WN
-3.0,WN,3021,2024,4,15,1,ABQ,MDW,3,3,420,645,165.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,10.0,0.0,11.2,35.039976,-106.608925,41.785999,-87.752403,N208WN
0.0,OO,4867,2024,4,15,1,ABQ,LAX,3,3,420,483,123.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.942501,-118.407997,N606SK
-3.0,UA,2014,2024,4,15,1,ABQ,DEN,3,3,420,504,84.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,39.860027,-104.673792,N68453
-2.0,DL,1688,2024,4,15,1,ABQ,ATL,3,3,420,714,174.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,11.7,0.0,0.0,35.039976,-106.608925,33.6367,-84.428101,N854DN
-9.0,UA,462,2024,4,15,1,ABQ,IAH,3,3,465,652,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,13.0,35.039976,-106.608925,29.9844,-95.3414,N14240
3.0,WN,2328,2024,4,15,1,ABQ,LAS,3,3,480,520,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,36.083361,-115.151817,N7742B
-5.0,AA,709,2024,4,15,1,ABQ,DFW,3,3,495,663,108.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.6,0.0,25.9,35.039976,-106.608925,32.896801,-97.038002,N901NN
-2.0,WN,103,2024,4,15,1,ABQ,SAN,3,3,555,605,110.0,1.0,-2.0,-17.0,80.0,3.0,0.0,0.0,0.0,13.3,0.0,5.4,35.039976,-106.608925,32.733601,-117.190002,N7751A
-1.0,WN,1729,2024,4,15,1,ABQ,DAL,3,3,605,770,105.0,1.0,-1.0,-11.0,75.0,0.0,11.1,0.0,0.0,21.1,0.0,13.0,35.039976,-106.608925,32.844776,-96.847653,N8676A
-1.0,WN,5912,2024,4,15,1,ABQ,DEN,3,3,615,695,80.0,1.0,-1.0,-8.0,75.0,0.0,11.1,0.0,0.0,6.7,0.0,16.6,35.039976,-106.608925,39.860027,-104.673792,N235WN
6.0,WN,114,2024,4,15,1,ABQ,LAS,3,3,635,670,95.0,1.0,0.0,-7.0,35.0,0.0,11.1,0.0,0.0,10.0,0.0,11.2,35.039976,-106.608925,36.083361,-115.151817,N909WN
59.0,WN,5457,2024,4,15,1,ABQ,HOU,3,3,640,820,120.0,1.0,33.0,54.0,35.0,6.0,11.1,0.0,0.0,23.0,0.0,19.0,35.039976,-106.608925,29.645336,-95.276812,N492WN
-3.0,WN,3713,2024,4,15,1,ABQ,PHX,3,3,685,705,80.0,1.0,-2.0,-10.0,85.0,65.0,8.9,0.0,7.6,16.1,0.0,18.4,35.039976,-106.608925,33.435302,-112.005905,N8813Q
-6.0,OO,3852,2024,4,15,1,ABQ,SLC,3,3,700,807,107.0,1.0,-6.0,0.0,83.0,65.0,8.9,0.0,7.6,6.1,0.0,14.8,35.039976,-106.608925,40.78886,-111.979866,N290SY
-7.0,AA,1670,2024,4,15,1,ABQ,DFW,3,3,718,886,108.0,1.0,-6.0,-17.0,55.0,59.0,8.9,0.0,7.6,21.7,0.0,18.4,35.039976,-106.608925,32.896801,-97.038002,N860NN
32.0,OO,3753,2024,4,15,1,ABQ,LAX,3,3,720,797,137.0,1.0,-2.0,-11.0,85.0,0.0,8.9,0.0,9.4,9.4,0.0,0.0,35.039976,-106.608925,33.942501,-118.407997,N283SY
-5.0,WN,927,2024,4,15,1,ABQ,DAL,3,3,725,890,105.0,1.0,-3.0,-8.0,90.0,32.0,8.9,0.0,9.4,21.7,0.0,13.0,35.039976,-106.608925,32.844776,-96.847653,N8818Q
-2.0,WN,142,2024,4,15,1,ABQ,LGB,3,3,740,800,120.0,1.0,1.0,-3.0,75.0,32.0,8.9,0.0,9.4,11.1,0.0,0.0,35.039976,-106.608925,33.816523,-118.149891,N7740A
