DEP_DELAY,OP_CARRIER,OP_CARRIER_FL_NUM,FL_YEAR,FL_MONTH,FL_DAY,FL_WEEK,ORIGIN_INDEX,DEST_INDEX,ORIGIN_TIER,DEST_TIER,CRS_DEP_TIME_MIN,CRS_ARR_TIME_MIN,CRS_ELAPSED_TIME,FLIGHTS,PREV_DEP_DELAY,PREV_ARR_DELAY,PREV_TIME_GAP,ORIGIN_CUM_DELAY_2H,O_TEMP,O_PRCP,O_WSPD,D_TEMP,D_PRCP,D_WSPD,O_LATITUDE,O_LONGITUDE,D_LATITUDE,D_LONGITUDE,TAIL_NUM
-3.0,9E,5251,2024,2,10,6,ABE,ATL,2,3,360,506,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,33.6367,-84.428101,N933XJ
-11.0,OH,5600,2024,2,10,6,ABE,CLT,2,3,380,505,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N554NN
-11.0,OO,5567,2024,2,10,6,ABE,ORD,2,3,390,485,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,41.9786,-87.9048,N430SW
-9.0,G4,164,2024,2,10,6,ABE,SRQ,2,3,510,691,181.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,9.4,40.651773,-75.442797,27.394631,-82.554359,215NV
-2.0,G4,182,2024,2,10,6,ABE,SFB,2,3,600,766,166.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,217NV
-9.0,G4,177,2024,2,10,6,ABE,PIE,2,3,720,901,181.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,27.9102,-82.687401,222NV
0.0,OH,5156,2024,2,10,6,ABE,CLT,2,3,824,945,121.0,1.0,-11.0,3.0,32.0,0.0,1.7,0.0,0.0,15.6,0.0,18.4,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N523AE
-7.0,9E,5241,2024,2,10,6,ABE,ATL,2,3,840,980,140.0,1.0,-7.0,-16.0,91.0,0.0,3.9,0.0,0.0,16.7,0.0,13.0,40.651773,-75.442797,33.6367,-84.428101,N398CA
-5.0,OH,5052,2024,2,10,6,ABE,CLT,2,3,1183,1301,118.0,1.0,-8.0,-11.0,31.0,0.0,13.3,0.0,13.0,19.4,0.0,18.4,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N596NN
-11.0,MQ,3647,2024,2,10,6,ABI,DFW,2,3,397,454,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N644RW
