DEP_DELAY,OP_CARRIER,OP_CARRIER_FL_NUM,FL_YEAR,FL_MONTH,FL_DAY,FL_WEEK,ORIGIN_INDEX,DEST_INDEX,ORIGIN_TIER,DEST_TIER,CRS_DEP_TIME_MIN,CRS_ARR_TIME_MIN,CRS_ELAPSED_TIME,FLIGHTS,PREV_DEP_DELAY,PREV_ARR_DELAY,PREV_TIME_GAP,ORIGIN_CUM_DELAY_2H,O_TEMP,O_PRCP,O_WSPD,D_TEMP,D_PRCP,D_WSPD,O_LATITUDE,O_LONGITUDE,D_LATITUDE,D_LONGITUDE,TAIL_NUM
-4.0,9E,5462,2024,11,10,7,ABE,ATL,2,3,360,495,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,33.6367,-84.428101,N917XJ
-13.0,OH,5600,2024,11,10,7,ABE,CLT,2,3,381,502,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N633NN
-5.0,G4,1808,2024,11,10,7,ABE,PIE,2,3,480,641,161.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.651773,-75.442797,27.9102,-82.687401,210NV
-5.0,G4,359,2024,11,10,7,ABE,BNA,2,3,713,782,129.0,1.0,0.0,0.0,0.0,0.0,-0.6,0.0,7.6,17.2,0.0,14.8,40.651773,-75.442797,36.1245,-86.6782,220NV
-6.0,9E,5241,2024,11,10,7,ABE,ATL,2,3,727,859,132.0,1.0,-5.0,-17.0,83.0,0.0,0.0,0.0,5.4,13.9,0.0,14.8,40.651773,-75.442797,33.6367,-84.428101,N295PQ
3.0,G4,1218,2024,11,10,7,ABE,SFB,2,3,745,893,148.0,1.0,19.0,0.0,90.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,323NV
11.0,G4,1788,2024,11,10,7,ABE,SRQ,2,3,895,1057,162.0,1.0,-8.0,2.0,50.0,0.0,3.9,0.0,0.0,28.9,0.0,22.0,40.651773,-75.442797,27.394631,-82.554359,210NV
-1.0,G4,161,2024,11,10,7,ABE,MCO,2,3,964,1116,152.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,29.0,0.0,18.4,40.651773,-75.442797,28.429399490356445,-81.30899810791016,273NV
-6.0,OH,5052,2024,11,10,7,ABE,CLT,2,3,1037,1155,118.0,1.0,-8.0,-17.0,71.0,0.0,11.1,0.0,13.0,16.7,0.0,5.4,40.651773,-75.442797,35.2140007019043,-80.94309997558594,N570NN
-5.0,9E,5246,2024,11,10,7,ABE,ATL,2,3,1075,1209,134.0,1.0,-6.0,-15.0,40.0,0.0,11.1,0.0,13.0,15.0,0.0,13.0,40.651773,-75.442797,33.6367,-84.428101,N295PQ
-8.0,G4,2890,2024,11,10,7,ABE,SFB,2,3,1132,1280,148.0,1.0,9.0,2.0,50.0,0.0,11.7,0.0,14.8,0.0,0.0,0.0,40.651773,-75.442797,28.774277,-81.234626,244NV
-9.0,MQ,3706,2024,11,10,7,ABI,DFW,2,3,305,362,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N791DK
-8.0,MQ,3647,2024,11,10,7,ABI,DFW,2,3,386,443,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N260NN
-4.0,MQ,3407,2024,11,10,7,ABI,DFW,2,3,636,698,62.0,1.0,-5.0,-5.0,30.0,0.0,12.2,0.0,13.0,11.7,0.0,0.0,32.4113006592,-99.6819000244,32.896801,-97.038002,N207AN
-3.0,MQ,4271,2024,11,10,7,ABI,DFW,2,3,887,945,58.0,1.0,-6.0,1.0,30.0,0.0,10.6,0.0,0.0,17.2,0.0,5.4,32.4113006592,-99.6819000244,32.896801,-97.038002,N748RR
-3.0,MQ,3405,2024,11,10,7,ABI,DFW,2,3,1090,1145,55.0,1.0,8.0,4.0,71.0,0.0,20.0,0.0,14.8,25.0,0.0,5.4,32.4113006592,-99.6819000244,32.896801,-97.038002,N785BR
88.0,AA,2152,2024,11,10,7,ABQ,DFW,3,3,300,471,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,32.896801,-97.038002,N891NN
-8.0,DL,2007,2024,11,10,7,ABQ,SLC,3,3,320,421,101.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,40.78886,-111.979866,N358NB
52.0,WN,647,2024,11,10,7,ABQ,DAL,3,3,325,495,110.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,32.844776,-96.847653,N8930S
-2.0,WN,302,2024,11,10,7,ABQ,PHX,3,3,340,430,90.0,1.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.435302,-112.005905,N8527Q
4.0,WN,200,2024,11,10,7,ABQ,DEN,3,3,355,450,95.0,1.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,39.860027,-104.673792,N8750Q
29.0,OO,4115,2024,11,10,7,ABQ,LAX,3,3,360,429,129.0,1.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,35.039976,-106.608925,33.942501,-118.407997,N326SY
